3,0
1,4
2,8
4,16
4,16
4,16
4,16
2,20
1,24
2,36
3,44
3,60
3,64
3,64
3,64
2,72
2,72
2,72
4,72
1,72
3,80
2,112
4,112
4,112
1,116
2,116
1,120
1,124
1,132
4,136
2,184
4,188
1,188
3,196
2,212
1,212
4,216
2,216
2,216
3,228
1,228
1,232
3,240
1,240
3,240
1,244
2,248
1,248
3,248
4,248
1,252
3,264
2,272
1,272
3,292
3,300
2,360
3,360
3,360
1,360
4,360
2,424
2,424
3,436
1,456
3,488
3,488
3,492
1,492
3,492
2,492
1,492
1,492
2,496
3,512
3,512
2,512
1,512
2,516
3,516
1,524
4,528
1,536
2,544
1,544
4,572
1,588
4,612
2,616
3,648
1,656
3,660
1,660
1,664
4,672
3,688
2,688
2,688
3,700
1,704
4,712
1,712
4,712
1,712
1,712
3,712
1,720
4,720
4,724
3,732
