1,4
2,4
1,4
2,4
4,8
2,24
2,40
1,40
3,44
3,44
1,44
3,48
3,60
1,60
3,64
3,64
4,64
2,72
1,76
1,84
2,84
4,108
3,144
1,144
3,148
1,156
1,156
1,156
2,156
2,160
3,176
1,180
3,192
1,192
4,192
3,192
2,192
4,196
1,204
1,220
4,228
1,236
1,236
4,256
4,292
3,300
4,300
1,300
3,304
2,312
3,320
2,320
2,320
2,320
1,320
4,324
3,324
3,324
1,328
4,328
1,404
4,428
4,428
2,432
3,440
1,444
2,448
1,448
3,468
2,508
3,512
1,520
4,540
3,540
3,544
2,544
4,576
3,580
3,580
3,584
4,592
2,660
3,660
2,796
4,800
2,800
1,800
3,812
3,812
1,836
1,836
4,836
2,860
1,868
1,868
3,888
4,900
3,900
4,900
2,940
3,944
4,944
4,944
2,948
4,948
2,960
1,968
3,984
3,984
4,984
2,984
1,984
2,988
1,992
4,1012
3,1036
3,1036
3,1036
4,1036
4,1040
1,1040
4,1040
4,1040
4,1040
1,1040
1,1040
2,1040
2,1044
1,1044
1,1044
2,1044
3,1100
1,1100
1,1100
2,1104
2,1108
1,1108
4,1120
2,1148
1,1148
1,1148
4,1148
4,1148
2,1156
4,1224
4,1224
4,1224
2,1228
2,1228
4,1236
3,1252
3,1256
2,1296
4,1296
2,1308
1,1312
4,1312
3,1316
1,1348
1,1348
1,1348
3,1360
1,1360
4,1360
1,1360
4,1360
1,1360
4,1360
4,1360
1,1360
2,1360
