1,0
3,0
1,0
1,0
1,0
2,0
2,4
4,4
4,8
1,8
3,20
1,32
4,32
1,32
1,32
2,32
1,32
3,52
4,64
1,72
4,76
1,76
3,76
1,76
2,76
3,80
4,80
4,80
1,80
1,84
4,88
1,104
2,104
2,104
4,136
3,168
3,168
2,188
2,192
3,200
3,204
1,204
4,212
4,216
1,240
2,248
1,268
2,268
4,272
1,308
2,316
1,316
2,316
4,324
4,332
2,396
4,404
1,412
3,428
4,428
4,428
3,432
4,436
3,436
3,444
3,460
1,460
4,504
4,508
4,508
2,512
3,512
2,524
1,536
2,540
4,564
3,564
2,612
1,612
4,624
2,632
1,652
3,660
1,660
3,660
2,664
3,664
4,664
4,664
2,664
3,664
2,676
1,700
1,700
4,700
3,704
2,704
2,704
3,716
3,728
1,728
3,728
