4,0
1,4
2,4
4,8
1,8
2,8
2,8
4,20
3,20
3,20
4,24
3,24
4,24
3,28
3,40
1,40
2,40
3,48
1,48
4,60
1,92
3,92
1,112
3,112
3,112
2,124
2,140
1,140
3,176
3,184
1,188
3,188
4,192
1,208
2,208
2,208
2,208
3,232
4,264
1,268
2,268
2,268
3,348
2,348
3,348
2,348
1,352
4,360
1,368
4,384
1,388
4,388
4,388
3,388
3,388
2,388
1,400
1,404
2,408
1,408
4,424
1,424
3,424
4,424
1,436
4,440
1,440
1,440
1,440
3,440
2,452
2,452
2,452
3,456
1,464
2,480
1,480
1,480
4,484
3,484
4,488
3,492
3,492
1,516
2,532
3,564
2,568
1,580
2,580
2,580
1,580
4,584
4,584
2,600
3,604
3,604
4,604
4,604
1,616
1,620
4,628
3,628
1,680
4,716
2,724
3,724
3,792
1,792
2,816
4,824
2,832
3,840
1,968
4,972
2,992
4,1000
1,1048
2,1048
3,1112
1,1116
3,1124
4,1124
2,1144
3,1152
3,1152
1,1160
3,1160
4,1160
2,1208
2,1208
3,1208
4,1212
4,1212
1,1212
1,1220
2,1220
2,1224
4,1224
1,1232
1,1232
1,1232
1,1232
1,1232
1,1232
1,1232
3,1240
4,1256
1,1260
4,1272
1,1272
2,1272
2,1272
2,1272
3,1276
1,1292
3,1292
4,1292
1,1296
2,1304
4,1308
4,1308
1,1340
2,1340
1,1340
4,1348
2,1356
2,1360
4,1432
4,1432
4,1432
4,1432
4,1432
4,1432
3,1432
1,1432
