1,0
1,4
2,4
2,4
1,4
2,8
4,16
1,20
3,20
3,20
3,24
4,24
1,36
1,44
4,64
1,68
3,68
2,72
1,80
2,84
3,96
4,112
3,112
4,112
3,112
3,112
4,112
2,148
1,152
2,164
1,164
2,164
1,164
4,184
1,196
1,196
4,208
2,208
4,216
4,228
2,228
2,232
4,232
2,232
3,232
3,232
4,232
3,236
4,244
2,260
3,276
3,276
4,280
2,280
2,280
4,280
4,280
1,280
2,280
1,280
1,284
4,316
4,316
4,316
3,316
4,316
1,328
4,328
3,328
2,360
1,360
2,364
1,372
2,372
3,440
1,440
2,440
4,452
3,452
3,452
2,472
2,472
1,472
3,524
4,548
1,568
3,568
1,584
1,620
2,620
1,620
1,624
1,628
2,628
4,644
4,644
3,644
1,648
4,656
4,656
2,664
1,672
3,672
1,672
2,672
2,676
1,684
3,684
1,704
2,704
