2,0
3,4
1,4
4,8
3,8
4,8
3,12
1,20
2,20
3,28
4,36
2,40
3,56
4,56
3,60
3,60
1,72
3,72
2,72
2,76
2,80
3,96
2,112
3,112
4,112
1,152
1,152
4,152
2,152
3,156
4,156
2,168
4,184
3,184
2,196
1,196
3,196
3,196
1,196
3,196
4,196
2,200
4,208
3,212
2,220
4,224
1,224
1,224
4,244
4,244
3,244
4,244
2,248
3,248
1,252
1,256
4,268
2,268
1,268
2,268
3,292
4,324
4,324
2,324
3,328
4,340
1,348
3,352
1,416
3,424
3,424
1,440
4,444
1,448
3,452
3,452
2,484
1,516
1,516
2,516
3,524
3,528
4,528
3,528
1,532
3,532
4,532
4,532
2,552
2,556
2,556
3,556
2,556
1,556
3,584
1,588
4,588
1,608
1,616
4,664
3,664
1,672
3,672
4,672
1,684
3,692
4,692
2,764
4,764
3,764
1,764
4,892
2,892
2,896
3,904
1,924
2,932
3,936
1,936
2,936
3,940
2,944
1,944
4,952
2,968
3,976
1,976
3,996
3,1008
2,1024
1,1028
3,1084
1,1084
3,1084
1,1088
3,1088
4,1088
1,1152
4,1152
4,1152
2,1152
4,1156
2,1164
1,1164
4,1184
1,1184
3,1184
1,1248
4,1248
4,1252
1,1260
2,1264
1,1272
1,1292
3,1304
1,1344
3,1344
3,1364
4,1364
4,1368
2,1368
1,1368
3,1376
2,1376
2,1380
3,1384
4,1384
4,1384
4,1384
3,1384
3,1384
1,1392
3,1400
2,1404
3,1404
3,1404
3,1404
4,1404
2,1408
