3,0
4,0
2,0
1,0
1,0
2,0
3,4
3,16
3,28
3,28
3,32
4,32
4,32
1,56
1,56
3,56
3,60
4,64
4,68
3,68
2,80
1,80
3,80
2,84
1,84
1,88
3,96
2,116
2,124
1,124
3,160
4,164
3,164
4,164
4,164
4,168
2,168
4,184
3,184
2,200
4,200
3,204
1,220
3,240
2,240
4,244
4,252
1,268
2,268
4,272
1,276
2,284
1,284
4,292
2,292
1,296
4,300
1,304
3,316
2,364
4,436
2,436
3,456
4,460
4,472
4,472
4,472
2,472
3,472
2,472
2,472
3,472
2,476
2,476
4,476
4,476
2,484
1,500
2,500
1,500
1,500
3,524
1,568
2,572
4,580
3,580
4,584
3,584
2,588
4,596
3,596
1,600
1,608
3,608
4,608
2,628
1,628
