3,0
2,4
2,4
2,4
4,4
1,8
3,16
3,16
4,16
2,20
1,20
2,20
2,20
1,20
4,24
1,28
3,36
3,40
4,48
1,72
4,80
1,80
2,80
4,88
2,88
1,92
1,92
2,92
3,92
4,92
3,92
4,92
1,100
1,108
2,108
2,112
2,112
2,112
2,112
3,132
2,140
2,160
4,200
3,200
2,216
3,216
1,240
4,240
3,244
1,292
1,296
3,304
3,308
1,308
1,312
1,324
2,332
2,332
1,332
1,332
2,332
2,332
3,404
4,404
3,408
3,408
3,412
4,420
1,424
1,428
4,444
1,444
4,448
1,448
3,448
1,456
2,456
1,456
3,468
1,472
2,472
2,476
4,476
2,488
4,488
3,488
3,488
4,488
1,492
4,492
4,492
2,496
2,496
2,496
3,504
4,520
3,520
3,520
4,520
2,528
4,580
4,584
2,620
3,668
2,668
1,668
4,668
4,668
1,668
4,668
4,668
4,668
1,672
3,680
3,680
3,684
3,684
1,688
4,688
2,700
3,708
1,708
2,708
1,708
1,708
2,708
1,708
3,724
2,736
2,740
3,740
4,740
3,740
4,740
1,784
3,784
2,792
1,808
3,812
4,816
4,824
2,824
4,892
2,900
2,904
3,904
2,904
1,904
1,904
4,908
1,908
4,920
1,936
3,1084
3,1084
4,1084
1,1124
1,1124
2,1124
3,1124
2,1124
3,1124
4,1128
1,1128
2,1128
4,1140
3,1140
