3,0
2,4
2,4
3,4
3,4
2,4
4,4
4,8
3,8
1,8
1,8
1,8
4,20
2,20
4,36
3,36
4,36
4,40
2,56
2,88
1,88
2,92
2,92
3,128
2,144
1,144
2,144
3,148
4,156
1,160
4,176
4,176
2,176
2,176
2,180
4,180
3,180
1,188
1,188
2,188
4,192
1,200
4,208
3,228
2,228
4,244
1,244
4,256
1,256
3,260
2,260
3,260
4,260
1,272
3,272
1,288
4,320
2,320
3,328
2,340
3,356
3,360
3,360
1,372
3,384
1,384
4,384
4,384
4,384
1,384
4,384
1,384
1,384
1,384
2,384
1,388
2,388
4,388
2,400
1,400
2,408
4,428
1,460
2,460
2,464
2,464
2,464
3,464
3,464
3,464
2,464
2,464
2,464
2,464
4,464
1,464
1,464
4,468
2,468
2,468
2,468
1,468
4,476
2,476
3,496
4,496
