1,0
3,0
4,0
1,4
4,4
2,12
1,12
3,16
1,24
4,40
4,44
4,44
3,44
2,48
4,56
3,56
1,60
1,60
3,60
1,80
3,100
1,132
2,132
4,132
2,144
1,144
3,148
4,156
3,176
3,176
3,176
1,176
1,180
1,180
3,180
2,180
3,184
4,184
3,184
2,196
4,200
2,212
1,220
1,220
2,220
2,224
3,260
2,292
4,300
4,300
1,308
4,308
3,308
4,308
1,312
2,316
1,324
1,324
3,336
3,336
2,336
3,336
4,336
1,344
2,352
1,352
3,356
3,360
4,360
3,364
3,364
3,364
1,452
3,456
1,468
2,484
3,520
2,520
2,520
1,524
2,524
2,524
3,540
2,564
2,564
4,564
4,564
1,564
3,564
4,564
1,568
3,572
2,572
2,572
4,584
2,588
1,588
