2,0
2,4
3,8
4,16
3,20
1,20
3,24
1,24
2,24
3,28
1,28
4,36
1,40
3,44
3,44
1,52
2,72
2,72
3,72
2,72
4,72
2,80
2,100
1,100
3,140
1,144
3,148
4,152
2,160
4,164
3,164
1,168
3,176
2,192
1,192
2,192
1,196
1,196
4,200
1,212
4,212
4,216
2,216
3,224
3,224
1,224
1,228
1,228
1,228
3,244
3,244
4,244
2,256
1,256
3,260
2,268
1,268
2,272
4,276
1,288
3,288
3,288
3,288
3,288
1,288
4,288
1,308
2,316
3,320
4,320
3,320
3,320
4,320
2,340
4,384
4,448
2,452
2,452
4,472
4,488
4,488
2,536
3,544
2,552
1,552
3,556
1,556
3,556
2,556
4,560
1,572
4,580
1,596
3,628
3,628
4,628
1,708
2,708
4,840
1,848
3,848
4,848
4,848
3,848
4,848
3,852
1,860
3,868
2,880
2,880
4,904
2,904
2,904
3,956
3,956
3,956
1,968
3,968
4,972
4,972
1,972
3,972
2,972
3,972
1,972
4,976
4,980
3,980
3,980
3,980
3,980
3,980
3,980
2,1000
2,1016
3,1036
4,1044
4,1044
4,1044
4,1048
3,1064
1,1080
3,1116
4,1116
2,1144
1,1144
4,1180
2,1244
2,1244
1,1248
2,1248
3,1252
1,1260
2,1268
4,1268
2,1276
4,1276
3,1276
4,1276
4,1276
2,1288
4,1308
2,1316
3,1320
4,1328
3,1328
3,1328
3,1328
4,1328
4,1332
4,1332
4,1332
4,1332
1,1344
4,1360
4,1360
3,1360
1,1392
4,1396
1,1400
3,1416
3,1432
4,1436
4,1436
4,1436
2,1436
3,1436
3,1436
2,1440
4,1448
