4,0
4,0
4,4
3,8
4,8
3,8
4,8
2,12
4,24
2,24
1,28
4,40
1,48
1,48
3,68
3,72
1,80
2,96
4,132
1,132
3,140
4,140
2,148
1,148
2,148
1,148
3,156
1,160
2,160
4,176
1,180
1,184
3,188
1,204
4,204
1,208
1,216
1,216
3,216
2,224
3,252
4,292
3,292
2,292
2,292
3,296
3,296
2,300
1,304
4,384
3,400
3,404
4,404
4,404
3,408
2,424
2,460
1,460
4,472
4,476
2,484
1,484
1,484
1,484
1,484
1,484
3,492
4,492
2,496
1,496
2,500
2,500
2,500
4,516
3,524
1,556
3,556
4,556
2,556
3,560
1,572
4,580
1,600
2,636
2,636
1,640
4,640
3,640
2,712
4,712
2,712
1,716
2,720
3,732
4,736
4,736
3,736
3,736
2,888
3,908
3,940
4,940
4,940
4,940
3,940
2,948
2,952
3,968
2,972
2,976
3,984
1,984
2,984
2,988
1,988
2,992
1,1004
3,1044
2,1080
1,1144
1,1148
4,1148
2,1156
4,1156
4,1156
1,1160
3,1172
3,1188
1,1188
1,1192
4,1236
2,1252
2,1256
2,1268
4,1268
3,1268
3,1272
1,1276
2,1276
3,1276
3,1280
3,1280
2,1288
2,1288
3,1288
1,1288
2,1292
1,1300
2,1300
3,1304
1,1308
4,1320
2,1336
2,1340
1,1340
2,1340
2,1340
2,1340
2,1340
1,1340
3,1392
1,1412
3,1412
1,1416
2,1424
2,1424
4,1448
2,1448
3,1512
4,1512
1,1520
4,1656
2,1660
3,1964
2,1968
1,1980
4,1980
1,1980
2,1980
1,1984
3,2008
3,2044
3,2048
1,2052
3,2068
2,2084
3,2084
3,2084
2,2084
1,2084
2,2084
2,2088
1,2092
4,2100
3,2100
2,2124
2,2124
3,2136
4,2136
4,2136
3,2136
4,2136
3,2136
1,2144
2,2152
1,2152
3,2224
3,2224
3,2224
2,2228
2,2228
4,2228
3,2228
4,2236
1,2244
2,2244
3,2248
4,2248
4,2248
1,2260
2,2260
1,2260
4,2304
1,2336
1,2336
1,2336
1,2336
1,2336
1,2336
2,2336
2,2340
2,2348
1,2348
2,2352
1,2356
2,2356
1,2356
4,2364
2,2372
2,2372
2,2372
2,2372
4,2380
3,2384
4,2388
4,2388
3,2388
1,2408
3,2416
3,2436
1,2468
1,2468
1,2468
3,2468
2,2468
4,2472
